model,checkpoint,l1,l2,biling_cond,l1_acc,l2_acc
catherinearnett/B-GPT_es_en_simultaneous,64500,spa,eng,simultaneous,0.9543486816214088,0.7610389610389611
catherinearnett/B-GPT_es_en_simultaneous,64600,spa,eng,simultaneous,0.9543486816214088,0.7857142857142857
catherinearnett/B-GPT_es_en_simultaneous,64700,spa,eng,simultaneous,0.953168044077135,0.8012987012987013
catherinearnett/B-GPT_es_en_simultaneous,64800,spa,eng,simultaneous,0.9551357733175915,0.8090909090909091
catherinearnett/B-GPT_es_en_simultaneous,64900,spa,eng,simultaneous,0.953168044077135,0.8272727272727273
catherinearnett/B-GPT_es_en_simultaneous,65000,spa,eng,simultaneous,0.9539551357733176,0.8298701298701299
catherinearnett/B-GPT_es_en_simultaneous,66000,spa,eng,simultaneous,0.9559228650137741,0.8584415584415584
catherinearnett/B-GPT_es_en_simultaneous,67000,spa,eng,simultaneous,0.9527744982290437,0.8805194805194805
catherinearnett/B-GPT_es_en_simultaneous,68000,spa,eng,simultaneous,0.9527744982290437,0.9038961038961039
catherinearnett/B-GPT_es_en_simultaneous,69000,spa,eng,simultaneous,0.9523809523809523,0.9
catherinearnett/B-GPT_es_en_simultaneous,70000,spa,eng,simultaneous,0.9563164108618654,0.9181818181818182
catherinearnett/B-GPT_es_en_simultaneous,80000,spa,eng,simultaneous,0.9555293191656828,0.935064935064935
catherinearnett/B-GPT_es_en_simultaneous,90000,spa,eng,simultaneous,0.9539551357733176,0.9363636363636364
catherinearnett/B-GPT_es_en_simultaneous,100000,spa,eng,simultaneous,0.957103502558048,0.951948051948052
catherinearnett/B-GPT_es_en_simultaneous,110000,spa,eng,simultaneous,0.9578905942542306,0.9493506493506494
catherinearnett/B-GPT_es_en_simultaneous,120000,spa,eng,simultaneous,0.957103502558048,0.9532467532467532
catherinearnett/B-GPT_es_en_simultaneous,128000,spa,eng,simultaneous,0.9594647776465959,0.9545454545454546
model,checkpoint,l1,l2,biling_cond,l1_acc,l2_acc
catherinearnett/B-GPT_en_es_sequential,0,eng,spa,sequential,0.6285714285714286,0.6249508067689886
catherinearnett/B-GPT_en_es_sequential,10000,eng,spa,sequential,0.9194805194805195,0.706021251475797
catherinearnett/B-GPT_en_es_sequential,20000,eng,spa,sequential,0.9454545454545454,0.706021251475797
catherinearnett/B-GPT_en_es_sequential,30000,eng,spa,sequential,0.9636363636363636,0.7119244391971665
catherinearnett/B-GPT_en_es_sequential,40000,eng,spa,sequential,0.964935064935065,0.7205824478551751
catherinearnett/B-GPT_en_es_sequential,50000,eng,spa,sequential,0.9753246753246754,0.712711530893349
catherinearnett/B-GPT_en_es_sequential,64000,eng,spa,sequential,0.964935064935065,0.706021251475797
catherinearnett/B-GPT_en_es_sequential,64010,eng,spa,sequential,0.9701298701298702,0.7351436442345534
catherinearnett/B-GPT_en_es_sequential,64020,eng,spa,sequential,0.9636363636363636,0.738685556867375
catherinearnett/B-GPT_en_es_sequential,64030,eng,spa,sequential,0.964935064935065,0.7532467532467533
catherinearnett/B-GPT_en_es_sequential,64040,eng,spa,sequential,0.9636363636363636,0.7552144824872098
catherinearnett/B-GPT_en_es_sequential,64050,eng,spa,sequential,0.9636363636363636,0.7619047619047619
catherinearnett/B-GPT_en_es_sequential,64060,eng,spa,sequential,0.9623376623376624,0.7725304998032271
catherinearnett/B-GPT_en_es_sequential,64070,eng,spa,sequential,0.961038961038961,0.7693821330184967
catherinearnett/B-GPT_en_es_sequential,64080,eng,spa,sequential,0.9623376623376624,0.7705627705627706
catherinearnett/B-GPT_en_es_sequential,64090,eng,spa,sequential,0.9714285714285714,0.7729240456513183
catherinearnett/B-GPT_en_es_sequential,64100,eng,spa,sequential,0.9714285714285714,0.7784336875245966
catherinearnett/B-GPT_en_es_sequential,64110,eng,spa,sequential,0.9701298701298702,0.7800078709169618
catherinearnett/B-GPT_en_es_sequential,64120,eng,spa,sequential,0.9701298701298702,0.7756788665879575
catherinearnett/B-GPT_en_es_sequential,64130,eng,spa,sequential,0.9701298701298702,0.7839433293978748
catherinearnett/B-GPT_en_es_sequential,64140,eng,spa,sequential,0.9701298701298702,0.7882723337268792
catherinearnett/B-GPT_en_es_sequential,64150,eng,spa,sequential,0.9701298701298702,0.7910271546635183
catherinearnett/B-GPT_en_es_sequential,64160,eng,spa,sequential,0.9701298701298702,0.7882723337268792
catherinearnett/B-GPT_en_es_sequential,64170,eng,spa,sequential,0.9701298701298702,0.7914207005116096
catherinearnett/B-GPT_en_es_sequential,64180,eng,spa,sequential,0.9701298701298702,0.7922077922077922
catherinearnett/B-GPT_en_es_sequential,64190,eng,spa,sequential,0.9727272727272728,0.7878787878787878
catherinearnett/B-GPT_en_es_sequential,64200,eng,spa,sequential,0.9701298701298702,0.7957497048406139
catherinearnett/B-GPT_en_es_sequential,64300,eng,spa,sequential,0.9558441558441558,0.8130657221566312
catherinearnett/B-GPT_en_es_sequential,64400,eng,spa,sequential,0.9311688311688312,0.8264462809917356
catherinearnett/B-GPT_en_es_sequential,64500,eng,spa,sequential,0.912987012987013,0.8284140102321921
catherinearnett/B-GPT_en_es_sequential,64600,eng,spa,sequential,0.8922077922077922,0.8370720188902007
catherinearnett/B-GPT_en_es_sequential,64700,eng,spa,sequential,0.8818181818181818,0.8398268398268398
catherinearnett/B-GPT_en_es_sequential,64800,eng,spa,sequential,0.8753246753246753,0.8453364817001181
catherinearnett/B-GPT_en_es_sequential,64900,eng,spa,sequential,0.8779220779220779,0.8500590318772137
catherinearnett/B-GPT_en_es_sequential,65000,eng,spa,sequential,0.8662337662337662,0.8536009445100354
catherinearnett/B-GPT_en_es_sequential,66000,eng,spa,sequential,0.8298701298701299,0.8846910665092483
catherinearnett/B-GPT_en_es_sequential,67000,eng,spa,sequential,0.8142857142857143,0.9008264462809917
catherinearnett/B-GPT_en_es_sequential,68000,eng,spa,sequential,0.812987012987013,0.9039748130657221
catherinearnett/B-GPT_en_es_sequential,69000,eng,spa,sequential,0.8272727272727273,0.9110586383313656
catherinearnett/B-GPT_en_es_sequential,70000,eng,spa,sequential,0.8116883116883117,0.9130263675718221
catherinearnett/B-GPT_en_es_sequential,80000,eng,spa,sequential,0.7909090909090909,0.9354584809130264
catherinearnett/B-GPT_en_es_sequential,90000,eng,spa,sequential,0.7701298701298701,0.944116489571035
catherinearnett/B-GPT_en_es_sequential,100000,eng,spa,sequential,0.7727272727272727,0.9496261314443133
catherinearnett/B-GPT_en_es_sequential,110000,eng,spa,sequential,0.7766233766233767,0.9504132231404959
catherinearnett/B-GPT_en_es_sequential,120000,eng,spa,sequential,0.7844155844155845,0.9504132231404959
catherinearnett/B-GPT_en_es_sequential,128000,eng,spa,sequential,0.7844155844155845,0.9512003148366784
model,checkpoint,l1,l2,biling_cond,l1_acc,l2_acc
catherinearnett/B-GPT_es_en_sequential,0,spa,eng,sequential,0.6391184573002755,0.564935064935065
catherinearnett/B-GPT_es_en_sequential,10000,spa,eng,sequential,0.9118457300275482,0.6987012987012987
catherinearnett/B-GPT_es_en_sequential,20000,spa,eng,sequential,0.935064935064935,0.674025974025974
catherinearnett/B-GPT_es_en_sequential,30000,spa,eng,sequential,0.9464777646595829,0.6779220779220779
catherinearnett/B-GPT_es_en_sequential,40000,spa,eng,sequential,0.9476584022038568,0.6766233766233766
catherinearnett/B-GPT_es_en_sequential,50000,spa,eng,sequential,0.9523809523809523,0.6441558441558441
catherinearnett/B-GPT_es_en_sequential,64000,spa,eng,sequential,0.9594647776465959,0.6662337662337663
catherinearnett/B-GPT_es_en_sequential,64010,spa,eng,sequential,0.9582841401023219,0.6285714285714286
catherinearnett/B-GPT_es_en_sequential,64020,spa,eng,sequential,0.9590712317985045,0.6493506493506493
catherinearnett/B-GPT_es_en_sequential,64030,spa,eng,sequential,0.9574970484061394,0.6506493506493507
catherinearnett/B-GPT_es_en_sequential,64040,spa,eng,sequential,0.9578905942542306,0.6649350649350649
catherinearnett/B-GPT_es_en_sequential,64050,spa,eng,sequential,0.9594647776465959,0.6662337662337663
catherinearnett/B-GPT_es_en_sequential,64060,spa,eng,sequential,0.9578905942542306,0.6831168831168831
catherinearnett/B-GPT_es_en_sequential,64070,spa,eng,sequential,0.9582841401023219,0.6818181818181818
catherinearnett/B-GPT_es_en_sequential,64080,spa,eng,sequential,0.9559228650137741,0.6896103896103896
catherinearnett/B-GPT_es_en_sequential,64090,spa,eng,sequential,0.9551357733175915,0.7168831168831169
catherinearnett/B-GPT_es_en_sequential,64100,spa,eng,sequential,0.9543486816214088,0.7207792207792207
catherinearnett/B-GPT_es_en_sequential,64110,spa,eng,sequential,0.9535615899252263,0.7285714285714285
catherinearnett/B-GPT_es_en_sequential,64120,spa,eng,sequential,0.9539551357733176,0.7454545454545455
catherinearnett/B-GPT_es_en_sequential,64130,spa,eng,sequential,0.9515938606847698,0.7363636363636363
catherinearnett/B-GPT_es_en_sequential,64140,spa,eng,sequential,0.9512003148366784,0.7415584415584415
catherinearnett/B-GPT_es_en_sequential,64150,spa,eng,sequential,0.9512003148366784,0.7467532467532467
catherinearnett/B-GPT_es_en_sequential,64160,spa,eng,sequential,0.9488390397481307,0.7532467532467533
catherinearnett/B-GPT_es_en_sequential,64170,spa,eng,sequential,0.9488390397481307,0.7558441558441559
catherinearnett/B-GPT_es_en_sequential,64180,spa,eng,sequential,0.9504132231404959,0.7584415584415585
catherinearnett/B-GPT_es_en_sequential,64190,spa,eng,sequential,0.9492325855962219,0.7740259740259741
catherinearnett/B-GPT_es_en_sequential,64200,spa,eng,sequential,0.9456906729634003,0.7727272727272727
catherinearnett/B-GPT_es_en_sequential,64300,spa,eng,sequential,0.9405745769382133,0.787012987012987
catherinearnett/B-GPT_es_en_sequential,64400,spa,eng,sequential,0.9354584809130264,0.8272727272727273
catherinearnett/B-GPT_es_en_sequential,64500,spa,eng,sequential,0.9307359307359307,0.8532467532467533
catherinearnett/B-GPT_es_en_sequential,64600,spa,eng,sequential,0.9287682014954742,0.8636363636363636
catherinearnett/B-GPT_es_en_sequential,64700,spa,eng,sequential,0.922077922077922,0.8636363636363636
catherinearnett/B-GPT_es_en_sequential,64800,spa,eng,sequential,0.918142463597009,0.8675324675324675
catherinearnett/B-GPT_es_en_sequential,64900,spa,eng,sequential,0.9169618260527351,0.8831168831168831
catherinearnett/B-GPT_es_en_sequential,65000,spa,eng,sequential,0.9098780007870917,0.8857142857142857
catherinearnett/B-GPT_es_en_sequential,66000,spa,eng,sequential,0.8870523415977961,0.9246753246753247
catherinearnett/B-GPT_es_en_sequential,67000,spa,eng,sequential,0.8665879574970484,0.9246753246753247
catherinearnett/B-GPT_es_en_sequential,68000,spa,eng,sequential,0.8508461235733963,0.9376623376623376
catherinearnett/B-GPT_es_en_sequential,69000,spa,eng,sequential,0.850452577725305,0.938961038961039
catherinearnett/B-GPT_es_en_sequential,70000,spa,eng,sequential,0.846517119244392,0.938961038961039
catherinearnett/B-GPT_es_en_sequential,80000,spa,eng,sequential,0.8044077134986226,0.9532467532467532
catherinearnett/B-GPT_es_en_sequential,90000,spa,eng,sequential,0.7910271546635183,0.9597402597402598
catherinearnett/B-GPT_es_en_sequential,100000,spa,eng,sequential,0.790633608815427,0.9597402597402598
catherinearnett/B-GPT_es_en_sequential,110000,spa,eng,sequential,0.790633608815427,0.9623376623376624
catherinearnett/B-GPT_es_en_sequential,120000,spa,eng,sequential,0.7870916961826053,0.9662337662337662
catherinearnett/B-GPT_es_en_sequential,128000,spa,eng,sequential,0.7863046044864227,0.9675324675324676
model,checkpoint,l1,l2,biling_cond,l1_acc,l2_acc
catherinearnett/B-GPT_en_el_simultaneous,10000,eng,ell,simultaneous,0.9363636363636364,0.6286496350364964
catherinearnett/B-GPT_en_el_simultaneous,20000,eng,ell,simultaneous,0.9376623376623376,0.6286496350364964
catherinearnett/B-GPT_en_el_simultaneous,30000,eng,ell,simultaneous,0.9623376623376624,0.6158759124087592
catherinearnett/B-GPT_en_el_simultaneous,40000,eng,ell,simultaneous,0.9597402597402598,0.6167883211678832
catherinearnett/B-GPT_en_el_simultaneous,50000,eng,ell,simultaneous,0.9571428571428572,0.6177007299270073
catherinearnett/B-GPT_en_el_simultaneous,64000,eng,ell,simultaneous,0.9571428571428572,0.6368613138686131
catherinearnett/B-GPT_en_el_simultaneous,64010,eng,ell,simultaneous,0.9571428571428572,0.676094890510949
catherinearnett/B-GPT_en_el_simultaneous,64020,eng,ell,simultaneous,0.9597402597402598,0.6596715328467153
catherinearnett/B-GPT_en_el_simultaneous,64030,eng,ell,simultaneous,0.9597402597402598,0.656934306569343
catherinearnett/B-GPT_en_el_simultaneous,64040,eng,ell,simultaneous,0.9597402597402598,0.6578467153284672
catherinearnett/B-GPT_en_el_simultaneous,64050,eng,ell,simultaneous,0.961038961038961,0.6733576642335767
catherinearnett/B-GPT_en_el_simultaneous,64060,eng,ell,simultaneous,0.961038961038961,0.6779197080291971
catherinearnett/B-GPT_en_el_simultaneous,64070,eng,ell,simultaneous,0.9597402597402598,0.676094890510949
catherinearnett/B-GPT_en_el_simultaneous,64080,eng,ell,simultaneous,0.9584415584415584,0.6815693430656934
catherinearnett/B-GPT_en_el_simultaneous,64090,eng,ell,simultaneous,0.9584415584415584,0.6779197080291971
catherinearnett/B-GPT_en_el_simultaneous,64100,eng,ell,simultaneous,0.9597402597402598,0.6833941605839416
catherinearnett/B-GPT_en_el_simultaneous,64110,eng,ell,simultaneous,0.9623376623376624,0.6815693430656934
catherinearnett/B-GPT_en_el_simultaneous,64120,eng,ell,simultaneous,0.961038961038961,0.6824817518248175
catherinearnett/B-GPT_en_el_simultaneous,64130,eng,ell,simultaneous,0.9636363636363636,0.6879562043795621
catherinearnett/B-GPT_en_el_simultaneous,64140,eng,ell,simultaneous,0.964935064935065,0.6897810218978102
catherinearnett/B-GPT_en_el_simultaneous,64150,eng,ell,simultaneous,0.9636363636363636,0.6961678832116789
catherinearnett/B-GPT_en_el_simultaneous,64160,eng,ell,simultaneous,0.961038961038961,0.697992700729927
catherinearnett/B-GPT_en_el_simultaneous,64170,eng,ell,simultaneous,0.9597402597402598,0.6897810218978102
catherinearnett/B-GPT_en_el_simultaneous,64180,eng,ell,simultaneous,0.9597402597402598,0.6861313868613139
catherinearnett/B-GPT_en_el_simultaneous,64190,eng,ell,simultaneous,0.9597402597402598,0.6897810218978102
catherinearnett/B-GPT_en_el_simultaneous,64200,eng,ell,simultaneous,0.961038961038961,0.6925182481751825
catherinearnett/B-GPT_en_el_simultaneous,64300,eng,ell,simultaneous,0.9597402597402598,0.7107664233576643
catherinearnett/B-GPT_en_el_simultaneous,64400,eng,ell,simultaneous,0.9636363636363636,0.7527372262773723
catherinearnett/B-GPT_en_el_simultaneous,64500,eng,ell,simultaneous,0.961038961038961,0.7572992700729927
catherinearnett/B-GPT_en_el_simultaneous,64600,eng,ell,simultaneous,0.9636363636363636,0.7782846715328468
catherinearnett/B-GPT_en_el_simultaneous,64700,eng,ell,simultaneous,0.9623376623376624,0.7937956204379562
catherinearnett/B-GPT_en_el_simultaneous,64800,eng,ell,simultaneous,0.9597402597402598,0.8038321167883211
catherinearnett/B-GPT_en_el_simultaneous,64900,eng,ell,simultaneous,0.9636363636363636,0.8202554744525548
catherinearnett/B-GPT_en_el_simultaneous,65000,eng,ell,simultaneous,0.9662337662337662,0.8220802919708029
catherinearnett/B-GPT_en_el_simultaneous,66000,eng,ell,simultaneous,0.9675324675324676,0.8631386861313869
catherinearnett/B-GPT_en_el_simultaneous,67000,eng,ell,simultaneous,0.9623376623376624,0.8859489051094891
catherinearnett/B-GPT_en_el_simultaneous,68000,eng,ell,simultaneous,0.961038961038961,0.9078467153284672
catherinearnett/B-GPT_en_el_simultaneous,69000,eng,ell,simultaneous,0.9714285714285714,0.9114963503649635
catherinearnett/B-GPT_en_el_simultaneous,70000,eng,ell,simultaneous,0.9662337662337662,0.927007299270073
catherinearnett/B-GPT_en_el_simultaneous,80000,eng,ell,simultaneous,0.9636363636363636,0.958029197080292
catherinearnett/B-GPT_en_el_simultaneous,90000,eng,ell,simultaneous,0.9662337662337662,0.9625912408759124
catherinearnett/B-GPT_en_el_simultaneous,100000,eng,ell,simultaneous,0.9688311688311688,0.968978102189781
catherinearnett/B-GPT_en_el_simultaneous,110000,eng,ell,simultaneous,0.9675324675324676,0.968978102189781
catherinearnett/B-GPT_en_el_simultaneous,120000,eng,ell,simultaneous,0.9662337662337662,0.9698905109489051
catherinearnett/B-GPT_en_el_simultaneous,128000,eng,ell,simultaneous,0.9688311688311688,0.9726277372262774
model,checkpoint,l1,l2,biling_cond,l1_acc,l2_acc
catherinearnett/B-GPT_el_en_simultaneous,0,ell,eng,simultaneous,0.5492700729927007,0.6649350649350649
catherinearnett/B-GPT_el_en_simultaneous,10000,ell,eng,simultaneous,0.9525547445255474,0.6714285714285714
catherinearnett/B-GPT_el_en_simultaneous,20000,ell,eng,simultaneous,0.9671532846715328,0.6246753246753247
catherinearnett/B-GPT_el_en_simultaneous,30000,ell,eng,simultaneous,0.9744525547445255,0.638961038961039
catherinearnett/B-GPT_el_en_simultaneous,40000,ell,eng,simultaneous,0.9799270072992701,0.6363636363636364
catherinearnett/B-GPT_el_en_simultaneous,50000,ell,eng,simultaneous,0.9817518248175182,0.6571428571428571
catherinearnett/B-GPT_el_en_simultaneous,64000,ell,eng,simultaneous,0.9799270072992701,0.6610389610389611
catherinearnett/B-GPT_el_en_simultaneous,64010,ell,eng,simultaneous,0.9790145985401459,0.6766233766233766
catherinearnett/B-GPT_el_en_simultaneous,64020,ell,eng,simultaneous,0.9781021897810219,0.6584415584415585
catherinearnett/B-GPT_el_en_simultaneous,64030,ell,eng,simultaneous,0.9799270072992701,0.6571428571428571
catherinearnett/B-GPT_el_en_simultaneous,64040,ell,eng,simultaneous,0.9781021897810219,0.6636363636363637
catherinearnett/B-GPT_el_en_simultaneous,64050,ell,eng,simultaneous,0.9781021897810219,0.6558441558441559
catherinearnett/B-GPT_el_en_simultaneous,64060,ell,eng,simultaneous,0.9790145985401459,0.6545454545454545
catherinearnett/B-GPT_el_en_simultaneous,64070,ell,eng,simultaneous,0.9781021897810219,0.6701298701298701
catherinearnett/B-GPT_el_en_simultaneous,64080,ell,eng,simultaneous,0.9781021897810219,0.6792207792207792
catherinearnett/B-GPT_el_en_simultaneous,64090,ell,eng,simultaneous,0.9835766423357665,0.6857142857142857
catherinearnett/B-GPT_el_en_simultaneous,64110,ell,eng,simultaneous,0.9808394160583942,0.6935064935064935
catherinearnett/B-GPT_el_en_simultaneous,64120,ell,eng,simultaneous,0.9790145985401459,0.6961038961038961
catherinearnett/B-GPT_el_en_simultaneous,64130,ell,eng,simultaneous,0.9826642335766423,0.687012987012987
catherinearnett/B-GPT_el_en_simultaneous,64140,ell,eng,simultaneous,0.9808394160583942,0.6896103896103896
catherinearnett/B-GPT_el_en_simultaneous,64150,ell,eng,simultaneous,0.9808394160583942,0.7038961038961039
catherinearnett/B-GPT_el_en_simultaneous,64160,ell,eng,simultaneous,0.9808394160583942,0.7090909090909091
catherinearnett/B-GPT_el_en_simultaneous,64170,ell,eng,simultaneous,0.9826642335766423,0.7077922077922078
catherinearnett/B-GPT_el_en_simultaneous,64180,ell,eng,simultaneous,0.9826642335766423,0.7025974025974026
catherinearnett/B-GPT_el_en_simultaneous,64190,ell,eng,simultaneous,0.9817518248175182,0.7051948051948052
catherinearnett/B-GPT_el_en_simultaneous,64200,ell,eng,simultaneous,0.9826642335766423,0.7012987012987013
catherinearnett/B-GPT_el_en_simultaneous,64300,ell,eng,simultaneous,0.9781021897810219,0.7415584415584415
catherinearnett/B-GPT_el_en_simultaneous,64400,ell,eng,simultaneous,0.9781021897810219,0.7636363636363637
catherinearnett/B-GPT_el_en_simultaneous,64500,ell,eng,simultaneous,0.9762773722627737,0.7727272727272727
catherinearnett/B-GPT_el_en_simultaneous,64600,ell,eng,simultaneous,0.9744525547445255,0.7909090909090909
catherinearnett/B-GPT_el_en_simultaneous,64700,ell,eng,simultaneous,0.9753649635036497,0.8181818181818182
catherinearnett/B-GPT_el_en_simultaneous,64800,ell,eng,simultaneous,0.9817518248175182,0.8116883116883117
catherinearnett/B-GPT_el_en_simultaneous,64900,ell,eng,simultaneous,0.9808394160583942,0.8207792207792208
catherinearnett/B-GPT_el_en_simultaneous,65000,ell,eng,simultaneous,0.9808394160583942,0.812987012987013
catherinearnett/B-GPT_el_en_simultaneous,66000,ell,eng,simultaneous,0.9799270072992701,0.8649350649350649
catherinearnett/B-GPT_el_en_simultaneous,67000,ell,eng,simultaneous,0.9808394160583942,0.8844155844155844
catherinearnett/B-GPT_el_en_simultaneous,68000,ell,eng,simultaneous,0.9835766423357665,0.9025974025974026
catherinearnett/B-GPT_el_en_simultaneous,69000,ell,eng,simultaneous,0.9826642335766423,0.9
catherinearnett/B-GPT_el_en_simultaneous,70000,ell,eng,simultaneous,0.9826642335766423,0.9090909090909091
catherinearnett/B-GPT_el_en_simultaneous,80000,ell,eng,simultaneous,0.9835766423357665,0.9207792207792208
catherinearnett/B-GPT_el_en_simultaneous,90000,ell,eng,simultaneous,0.9817518248175182,0.9311688311688312
catherinearnett/B-GPT_el_en_simultaneous,100000,ell,eng,simultaneous,0.9817518248175182,0.9337662337662338
catherinearnett/B-GPT_el_en_simultaneous,110000,ell,eng,simultaneous,0.9835766423357665,0.9337662337662338
catherinearnett/B-GPT_el_en_simultaneous,120000,ell,eng,simultaneous,0.9844890510948905,0.9415584415584416
catherinearnett/B-GPT_el_en_simultaneous,128000,ell,eng,simultaneous,0.9844890510948905,0.9428571428571428
model,checkpoint,l1,l2,biling_cond,l1_acc,l2_acc
catherinearnett/B-GPT_en_el_sequential,0,eng,ell,sequential,0.6753246753246753,0.5647810218978102
catherinearnett/B-GPT_en_el_sequential,10000,eng,ell,sequential,0.935064935064935,0.5647810218978102
catherinearnett/B-GPT_en_el_sequential,20000,eng,ell,sequential,0.9428571428571428,0.5848540145985401
catherinearnett/B-GPT_en_el_sequential,30000,eng,ell,sequential,0.9415584415584416,0.6003649635036497
catherinearnett/B-GPT_en_el_sequential,40000,eng,ell,sequential,0.9532467532467532,0.6177007299270073
catherinearnett/B-GPT_en_el_sequential,50000,eng,ell,sequential,0.961038961038961,0.6076642335766423
catherinearnett/B-GPT_en_el_sequential,64000,eng,ell,sequential,0.961038961038961,0.6021897810218978
catherinearnett/B-GPT_en_el_sequential,64010,eng,ell,sequential,0.9623376623376624,0.6341240875912408
catherinearnett/B-GPT_en_el_sequential,64020,eng,ell,sequential,0.9597402597402598,0.6724452554744526
catherinearnett/B-GPT_en_el_sequential,64030,eng,ell,sequential,0.9623376623376624,0.6806569343065694
catherinearnett/B-GPT_en_el_sequential,64040,eng,ell,sequential,0.964935064935065,0.6852189781021898
catherinearnett/B-GPT_en_el_sequential,64050,eng,ell,sequential,0.9623376623376624,0.6833941605839416
catherinearnett/B-GPT_en_el_sequential,64060,eng,ell,sequential,0.9597402597402598,0.698905109489051
catherinearnett/B-GPT_en_el_sequential,64070,eng,ell,sequential,0.9623376623376624,0.6925182481751825
catherinearnett/B-GPT_en_el_sequential,64080,eng,ell,sequential,0.961038961038961,0.7007299270072993
catherinearnett/B-GPT_en_el_sequential,64090,eng,ell,sequential,0.9597402597402598,0.708029197080292
catherinearnett/B-GPT_en_el_sequential,64100,eng,ell,sequential,0.9571428571428572,0.7107664233576643
catherinearnett/B-GPT_en_el_sequential,64110,eng,ell,sequential,0.9597402597402598,0.708941605839416
catherinearnett/B-GPT_en_el_sequential,64120,eng,ell,sequential,0.9558441558441558,0.7098540145985401
catherinearnett/B-GPT_en_el_sequential,64130,eng,ell,sequential,0.9545454545454546,0.708941605839416
catherinearnett/B-GPT_en_el_sequential,64140,eng,ell,sequential,0.9532467532467532,0.718065693430657
catherinearnett/B-GPT_en_el_sequential,64150,eng,ell,sequential,0.951948051948052,0.718065693430657
catherinearnett/B-GPT_en_el_sequential,64160,eng,ell,sequential,0.951948051948052,0.7253649635036497
catherinearnett/B-GPT_en_el_sequential,64170,eng,ell,sequential,0.9493506493506494,0.7308394160583942
catherinearnett/B-GPT_en_el_sequential,64180,eng,ell,sequential,0.9493506493506494,0.7363138686131386
catherinearnett/B-GPT_en_el_sequential,64190,eng,ell,sequential,0.9532467532467532,0.7363138686131386
catherinearnett/B-GPT_en_el_sequential,64200,eng,ell,sequential,0.9532467532467532,0.7335766423357665
catherinearnett/B-GPT_en_el_sequential,64300,eng,ell,sequential,0.9558441558441558,0.7536496350364964
catherinearnett/B-GPT_en_el_sequential,64400,eng,ell,sequential,0.9545454545454546,0.7864963503649635
catherinearnett/B-GPT_en_el_sequential,64500,eng,ell,sequential,0.9571428571428572,0.8056569343065694
catherinearnett/B-GPT_en_el_sequential,64600,eng,ell,sequential,0.9454545454545454,0.8102189781021898
catherinearnett/B-GPT_en_el_sequential,64700,eng,ell,sequential,0.9337662337662338,0.8211678832116789
catherinearnett/B-GPT_en_el_sequential,64800,eng,ell,sequential,0.9402597402597402,0.8348540145985401
catherinearnett/B-GPT_en_el_sequential,64900,eng,ell,sequential,0.938961038961039,0.8494525547445255
catherinearnett/B-GPT_en_el_sequential,65000,eng,ell,sequential,0.9337662337662338,0.8540145985401459
catherinearnett/B-GPT_en_el_sequential,66000,eng,ell,sequential,0.9272727272727272,0.8950729927007299
catherinearnett/B-GPT_en_el_sequential,67000,eng,ell,sequential,0.9246753246753247,0.9315693430656934
catherinearnett/B-GPT_en_el_sequential,68000,eng,ell,sequential,0.8922077922077922,0.9370437956204379
catherinearnett/B-GPT_en_el_sequential,69000,eng,ell,sequential,0.9090909090909091,0.9525547445255474
catherinearnett/B-GPT_en_el_sequential,70000,eng,ell,sequential,0.8961038961038961,0.9534671532846716
catherinearnett/B-GPT_en_el_sequential,80000,eng,ell,sequential,0.8558441558441559,0.9753649635036497
catherinearnett/B-GPT_en_el_sequential,90000,eng,ell,sequential,0.8519480519480519,0.9835766423357665
catherinearnett/B-GPT_en_el_sequential,100000,eng,ell,sequential,0.8506493506493507,0.9835766423357665
catherinearnett/B-GPT_en_el_sequential,110000,eng,ell,sequential,0.8480519480519481,0.9817518248175182
catherinearnett/B-GPT_en_el_sequential,120000,eng,ell,sequential,0.8519480519480519,0.9844890510948905
catherinearnett/B-GPT_en_el_sequential,128000,eng,ell,sequential,0.8519480519480519,0.9844890510948905
model,checkpoint,l1,l2,biling_cond,l1_acc,l2_acc
catherinearnett/B-GPT_el_en_sequential,10000,ell,eng,sequential,0.9461678832116789,0.6285714285714286
catherinearnett/B-GPT_el_en_sequential,20000,ell,eng,sequential,0.9698905109489051,0.6077922077922078
catherinearnett/B-GPT_el_en_sequential,30000,ell,eng,sequential,0.9753649635036497,0.6428571428571429
catherinearnett/B-GPT_el_en_sequential,40000,ell,eng,sequential,0.9817518248175182,0.6298701298701299
catherinearnett/B-GPT_el_en_sequential,50000,ell,eng,sequential,0.9872262773722628,0.6545454545454545
catherinearnett/B-GPT_el_en_sequential,64000,ell,eng,sequential,0.9872262773722628,0.6363636363636364
catherinearnett/B-GPT_el_en_sequential,64010,ell,eng,sequential,0.9890510948905109,0.6441558441558441
catherinearnett/B-GPT_el_en_sequential,64020,ell,eng,sequential,0.9908759124087592,0.6597402597402597
catherinearnett/B-GPT_el_en_sequential,64030,ell,eng,sequential,0.989963503649635,0.6662337662337663
catherinearnett/B-GPT_el_en_sequential,64040,ell,eng,sequential,0.989963503649635,0.6571428571428571
catherinearnett/B-GPT_el_en_sequential,64050,ell,eng,sequential,0.989963503649635,0.6584415584415585
catherinearnett/B-GPT_el_en_sequential,64060,ell,eng,sequential,0.9890510948905109,0.6597402597402597
catherinearnett/B-GPT_el_en_sequential,64070,ell,eng,sequential,0.9872262773722628,0.6844155844155844
